recording_id,status,snr_db,quality_tier,hqi
488871,rejected_snr,0.84,C,0.6231604747980702
475566,rejected_snr,12.97,C,0.8632571914963
475380,rejected_snr,4.14,C,0.6077129319295637
475379,rejected_snr,1.58,C,0.6077129319295637
475378,rejected_snr,2.5,C,0.6077129319295637
475377,rejected_snr,-5.71,C,0.6077129319295637
475375,rejected_snr,7.47,C,0.6077129319295637
471714,accepted,28.01,C,0.691683682082245
468055,rejected_clipping,,C,0.7753462803279726
464979,accepted,34.86,C,0.6696723543114844
419690,rejected_snr,12.22,C,0.7963803118137033
417587,accepted,25.83,C,0.4125843388391917
417075,accepted,26.77,C,0.7234638469970278
411462,rejected_snr,3.19,C,0.0
408051,rejected_snr,7.22,C,0.2848019305059169
387806,accepted,28.82,C,0.2063755491175878
380262,accepted,28.76,C,0.8690359749694618
379883,rejected_snr,8.5,C,0.8769883371255772
377036,rejected_snr,8.64,C,0.8587004592231795
376701,rejected_snr,-1.45,C,0.9591206169845116
374156,accepted,32.64,C,0.6762131328099228
373848,accepted,38.0,C,0.496379244761043
373482,accepted,21.79,C,0.9314048238592968
372733,rejected_snr,5.36,C,0.8035854210668641
371440,accepted,84.94,C,0.6016045694156702
369632,accepted,38.88,C,0.8837812155775366
368360,accepted,73.91,C,0.7691549326475784
367612,accepted,15.73,C,0.5378693503176936
367609,rejected_snr,4.93,C,0.5378693503176936
363543,rejected_snr,9.06,C,0.7622453862419543
362133,rejected_snr,7.69,C,0.7518443277585442
361788,accepted,16.87,C,0.5001701723408783
361170,rejected_snr,-0.86,C,0.7702756296729243
360465,accepted,68.45,C,0.7518443277585442
357861,accepted,17.18,C,0.7964414983247491
349535,rejected_snr,-2.05,C,0.5514133996129855
348070,accepted,33.77,C,0.7814902091725915
340120,accepted,18.43,C,0.8491871609208211
337763,accepted,60.07,C,0.6626322257189414
327771,rejected_snr,12.26,C,0.938141632087661
327768,accepted,18.47,C,0.938141632087661
325983,rejected_snr,-2.57,C,0.837354431128379
321455,rejected_snr,7.81,C,0.6508737150989353
318827,accepted,29.54,C,0.8298671101900413
308685,accepted,19.27,C,0.7872968677674117
305234,rejected_snr,12.03,C,0.5987150797967876
291208,accepted,73.81,C,0.7283152482516534
282980,accepted,21.39,C,0.8048209348968378
279662,rejected_snr,9.72,C,0.7062014842378951
260097,rejected_snr,7.26,C,0.1641650045989567
255826,accepted,77.64,C,0.8350023056194193
255583,accepted,69.49,C,0.8283805514160532
255221,accepted,62.14,C,0.8350023056194193
255220,accepted,72.83,C,0.8350023056194193
255022,accepted,80.36,C,0.8283805514160532
244268,rejected_snr,6.7,C,0.7032464819345988
243306,accepted,45.13,C,0.5305282692240262
241436,accepted,47.71,C,0.8578864445473231
239990,accepted,55.73,C,0.6280738447734439
239985,accepted,24.74,C,0.6280738447734439
239975,accepted,54.34,C,0.6280738447734439
238557,accepted,63.1,C,0.6408863812653675
238556,accepted,62.17,C,0.6408863812653675
238555,accepted,26.77,C,0.6408863812653675
238554,accepted,40.68,C,0.6408863812653675
238553,accepted,89.22,C,0.6408863812653675
238552,rejected_snr,-10.27,C,0.6057180611481465
237068,accepted,17.13,C,0.253096687877449
237067,accepted,35.05,C,0.253096687877449
236600,accepted,22.43,C,0.0883568961492238
235549,accepted,21.34,C,0.7796425547638008
235342,accepted,69.02,C,0.2570968349367405
235333,accepted,69.02,C,0.2570968349367405
235332,accepted,72.56,C,0.2570968349367405
235330,rejected_snr,8.31,C,0.2570968349367405
235329,rejected_snr,4.95,C,0.2570968349367405
235327,rejected_snr,10.39,C,0.2570968349367405
235132,rejected_snr,7.84,C,0.8143833912633156
235079,accepted,17.99,C,0.8429811498708677
233327,rejected_snr,-4.91,C,0.1329908653777423
218030,accepted,68.29,C,0.7427027344312568
218029,accepted,50.32,C,0.7427027344312568
216727,rejected_snr,5.84,C,0.8624750082915595
213734,accepted,54.62,C,0.7001938910919556
213733,accepted,62.19,C,0.7001938910919556
213729,rejected_snr,3.41,C,0.7001938910919556
213726,rejected_snr,11.33,C,0.7001938910919556
213724,accepted,62.96,C,0.7001938910919556
193402,rejected_snr,10.09,C,0.6504207422148273
190675,accepted,84.32,C,0.5651263514475924
183598,accepted,73.86,C,0.7010669279124822
180739,accepted,29.85,C,0.6934339447047861
176901,accepted,15.68,C,0.6313466472663111
176320,accepted,54.53,C,0.7737520543370338
176181,download_failed,,C,0.7730798309418644
175274,accepted,32.27,C,0.7471893609209808
172577,accepted,32.39,C,0.7619866550527599
171460,accepted,18.55,C,0.6322068880157506
171456,accepted,17.09,C,0.6322068880157506
169746,rejected_snr,-2.56,C,0.5970203610955407
169745,rejected_snr,1.61,C,0.5970203610955407
158883,accepted,41.21,C,0.6390486936376567
156977,accepted,29.21,C,0.4283011619396369
138382,rejected_snr,9.79,C,0.6585102886990928
138194,accepted,64.91,C,0.6297174506736269
135916,rejected_snr,1.11,C,0.8508908436915261
132336,rejected_snr,5.38,C,0.6022038436019618
129349,accepted,31.16,C,0.4484539256679527
129255,accepted,45.75,C,0.1400782383364951
128698,rejected_snr,14.15,C,0.7181409724578496
78968,accepted,20.32,C,0.9286383192698734
78965,accepted,34.66,C,0.5934147744767341
72853,accepted,83.57,C,0.7538591687456905
66989,accepted,16.21,C,0.1813545634381136
55003,accepted,15.87,C,0.8549080548544405
44965,accepted,19.15,C,0.8099867810836886
44964,accepted,16.79,C,0.8099867810836886
35599,accepted,20.97,C,0.4426330381913122
35583,rejected_snr,7.6,C,0.6829217385425689
35055,rejected_snr,10.63,C,0.8237180608412329
29296,rejected_snr,12.43,C,0.6740100667685698
